user_id,user_index,rank,story_id,headline,headline_normalized,score
U323756,248621,5,2534451,వాట్సాప్లోనూ చాట్జీపీటీ,వాట్సాప్లోనూ చాట్జీపీటీ,1.6044749021530151
U323756,248621,6,2534484,వాట్సాప్లోనూ చాట్జీపీటీ,వాట్సాప్లోనూ చాట్జీపీటీ,1.6044749021530151
U323756,248621,7,266182,మార్కెట్లోకి వివో ఎక్స్ 21 ఎస్ స్మార్ట్ఫోన్ విడుదల,మార్కెట్లోకి వివో ఎక్స్ 21 ఎస్ స్మార్ట్ఫోన్ విడుదల,1.6030142307281494
U323756,248621,8,2482237,కళ్లజోడు కాదు.. కంప్యూటర్!,కళ్లజోడు కాదు.. కంప్యూటర్!,1.6028544902801514
U323756,248621,9,2482491,కళ్లజోడు కాదు.. కంప్యూటర్!,కళ్లజోడు కాదు.. కంప్యూటర్!,1.6028544902801514
U323756,248621,10,2482607,కళ్లజోడు కాదు.. కంప్యూటర్!,కళ్లజోడు కాదు.. కంప్యూటర్!,1.6028544902801514
U472511,413905,1,2507149,ఇలా అలంకరిస్తే ,ఇలా అలంకరిస్తే,3.88420033454895
U472511,413905,2,2507347,ఇలా అలంకరిస్తే ,ఇలా అలంకరిస్తే,3.88420033454895
U472511,413905,3,2507430,ఇలా అలంకరిస్తే ,ఇలా అలంకరిస్తే,3.88420033454895
U472511,413905,4,2541361,ఇంటిని అందంగా అలంకరిద్దాం!,ఇంటిని అందంగా అలంకరిద్దాం!,3.859886884689331
U472511,413905,5,2492910,ఆర్గంజా అదరహో... ,ఆర్గంజా అదరహో...,3.8445334434509277
U472511,413905,6,2541389,అందంగా అలంకరిద్దాం!,అందంగా అలంకరిద్దాం!,3.8238685131073
U472511,413905,7,2505382,ఇల్లు విలాసవంతంగా,ఇల్లు విలాసవంతంగా,3.8160605430603027
U472511,413905,8,2505205,ఇల్లు విలాసవంతంగా,ఇల్లు విలాసవంతంగా,3.8160605430603027
U472511,413905,9,723423,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,3.7808477878570557
U472511,413905,10,2540458,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,3.7786097526550293
U48303,425592,1,2543983,ఏజెనీ్స గజగజ ,ఏజెనీ్స గజగజ,2.8792474269866943
U48303,425592,2,728477,నేటి వాతావరణ సమాచారం,నేటి వాతావరణ సమాచారం,2.8790621757507324
U48303,425592,3,2543538,గజగజ,గజగజ,2.879042148590088
U48303,425592,4,2543662,గజగజ,గజగజ,2.879042148590088
U48303,425592,5,2529776,"ఏజెన్సీలు గజగజపడిపోయిన ఉష్ణోగ్రతలు,  కమ్మేస్తున్న పొగమంచు","ఏజెన్సీలు గజగజపడిపోయిన ఉష్ణోగ్రతలు, కమ్మేస్తున్న పొగమంచు",2.8786606788635254
U48303,425592,6,2529663,"ఏజెన్సీలు గజగజపడిపోయిన ఉష్ణోగ్రతలు,  కమ్మేస్తున్న పొగమంచు","ఏజెన్సీలు గజగజపడిపోయిన ఉష్ణోగ్రతలు, కమ్మేస్తున్న పొగమంచు",2.8786606788635254
U48303,425592,7,2502865,ఈ నెల చలి తక్కువే!,ఈ నెల చలి తక్కువే!,2.8785572052001953
U48303,425592,8,2503064,ఈ నెల చలి తక్కువే!,ఈ నెల చలి తక్కువే!,2.8785572052001953
U48303,425592,9,2524073,ఈసారి చలి తక్కువే: వాతావరణ శాఖ,ఈసారి చలి తక్కువే: వాతావరణ శాఖ,2.8783771991729736
U48303,425592,10,2507298,వేడీ ఎక్కువే.. చలీ ఎక్కువే! ,వేడీ ఎక్కువే.. చలీ ఎక్కువే!,2.878260374069214
U492046,435610,1,2525927,చలి కాలంలో,చలి కాలంలో,3.6292223930358887
U492046,435610,2,2526063,చలి కాలంలో,చలి కాలంలో,3.6292223930358887
U492046,435610,3,2483620,కాఫీ సందేశ్!,కాఫీ సందేశ్!,3.6111323833465576
U492046,435610,4,2483693,కాఫీ సందేశ్!,కాఫీ సందేశ్!,3.6111323833465576
U492046,435610,5,2483635,కాఫీ సందేశ్!,కాఫీ సందేశ్!,3.6111323833465576
U492046,435610,6,2502885,ఆప్రికాట్ డిలైట్,ఆప్రికాట్ డిలైట్,3.5624806880950928
U492046,435610,7,2503090,ఆప్రికాట్ డిలైట్,ఆప్రికాట్ డిలైట్,3.5624806880950928
U492046,435610,8,2502779,ఆప్రికాట్ డిలైట్,ఆప్రికాట్ డిలైట్,3.5624806880950928
U492046,435610,9,2516579,శీతాకాలంవేడి వేడిగా..!,శీతాకాలంవేడి వేడిగా..!,3.5400733947753906
U492046,435610,10,2521059,చపాతీలతో తింటే భలే రుచి,చపాతీలతో తింటే భలే రుచి,3.5258913040161133
U523035,470043,1,2493810,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.886962413787842
U523035,470043,2,2493695,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.886962413787842
U523035,470043,3,2494006,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.886962413787842
U523035,470043,4,2499551,"ఐసీఐసీఐ బ్యాంక్  లాభం రూ.11,746 కోట్లు ","ఐసీఐసీఐ బ్యాంక్ లాభం రూ.11,746 కోట్లు",2.8867082595825195
U523035,470043,5,2541551,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8856632709503174
U523035,470043,6,2541167,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8856632709503174
U523035,470043,7,2541219,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8856632709503174
U523035,470043,8,2526025,ఐదు రోజుల ర్యాలీకి బ్రేక్ ,ఐదు రోజుల ర్యాలీకి బ్రేక్,2.88545823097229
U523035,470043,9,2525867,ఐదు రోజుల ర్యాలీకి బ్రేక్ ,ఐదు రోజుల ర్యాలీకి బ్రేక్,2.88545823097229
U523035,470043,10,2526227,ఐదు రోజుల ర్యాలీకి బ్రేక్ ,ఐదు రోజుల ర్యాలీకి బ్రేక్,2.88545823097229
U605742,561939,1,2535594,మళ్లీ వస్తోన్న స్క్విడ్ గేమ్,మళ్లీ వస్తోన్న స్క్విడ్ గేమ్,3.323975086212158
U605742,561939,2,2533806,రచయిత ‘కాటూరు’ అస్తమయం ,రచయిత ‘కాటూరు’ అస్తమయం,3.3012287616729736
U605742,561939,3,2513068,హాట్ హిట్స్,హాట్ హిట్స్,2.5822715759277344
U605742,561939,4,2513315,హాట్ హిట్స్,హాట్ హిట్స్,2.5822715759277344
U605742,561939,5,2513089,హాట్ హిట్స్,హాట్ హిట్స్,2.5822715759277344
U605742,561939,6,2508615,హాట్ హిట్స్ ,హాట్ హిట్స్,2.579953908920288
U605742,561939,7,2508608,హాట్ హిట్స్ ,హాట్ హిట్స్,2.579953908920288
U605742,561939,8,2508601,హాట్ హిట్స్ ,హాట్ హిట్స్,2.579953908920288
U605742,561939,9,2527338,హాట్ హిట్స్,హాట్ హిట్స్,2.5751357078552246
U605742,561939,10,2527189,హాట్ హిట్స్,హాట్ హిట్స్,2.5751357078552246
U673004,636675,1,937990,గోదాం దగ్ధం కేసులో ఇద్దరికి జైలుశిక్ష,గోదాం దగ్ధం కేసులో ఇద్దరికి జైలుశిక్ష,4.243475437164307
U673004,636675,2,2488130,రూ. 24 లక్షల బాణసంచా పట్టివేత,రూ. 24 లక్షల బాణసంచా పట్టివేత,4.237479209899902
U673004,636675,3,888063,అల్లుడిని చంపిన కేసులో మామ అరెస్టు,అల్లుడిని చంపిన కేసులో మామ అరెస్టు,4.219735622406006
U673004,636675,4,910014,మహిళను వేధించిన కేసులో యువకుడు అరెస్టు,మహిళను వేధించిన కేసులో యువకుడు అరెస్టు,4.21668815612793
U673004,636675,5,2521877,ఫేక్ బెయిల్తో జైలు నుంచి బయటకు,ఫేక్ బెయిల్తో జైలు నుంచి బయటకు,4.2159342765808105
U673004,636675,6,991306,మైనర్ బాలిక హత్యచారం కేసులో నిందితుడు అరెస్టు,మైనర్ బాలిక హత్యచారం కేసులో నిందితుడు అరెస్టు,4.215627193450928
U673004,636675,7,2521757,దొంగ.. బెయిల్,దొంగ.. బెయిల్,4.2101311683654785
U673004,636675,8,2485923,ముగ్గురు గంజాయి విక్రేతల అరెస్టు,ముగ్గురు గంజాయి విక్రేతల అరెస్టు,4.2057414054870605
U673004,636675,9,543186,మహమ్మదాబాద్లో వ్యక్తి హత్య,మహమ్మదాబాద్లో వ్యక్తి హత్య,4.1952104568481445
U673004,636675,10,648247,చోరీకి పాల్పడిన ముగ్గురి అరెస్టు,చోరీకి పాల్పడిన ముగ్గురి అరెస్టు,4.193422794342041
U748208,710360,1,2515611,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.5993480682373047
U748208,710360,2,2515130,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.5993480682373047
U748208,710360,3,2515400,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.5993480682373047
U748208,710360,4,2508615,హాట్ హిట్స్ ,హాట్ హిట్స్,0.5991169214248657
U748208,710360,5,2508601,హాట్ హిట్స్ ,హాట్ హిట్స్,0.5991169214248657
U748208,710360,6,2508608,హాట్ హిట్స్ ,హాట్ హిట్స్,0.5991169214248657
U748208,710360,7,2513315,హాట్ హిట్స్,హాట్ హిట్స్,0.5990831851959229
U748208,710360,8,2513089,హాట్ హిట్స్,హాట్ హిట్స్,0.5990831851959229
U748208,710360,9,2513068,హాట్ హిట్స్,హాట్ హిట్స్,0.5990831851959229
U748208,710360,10,2527338,హాట్ హిట్స్,హాట్ హిట్స్,0.595798134803772
U819406,788869,1,2508608,హాట్ హిట్స్ ,హాట్ హిట్స్,0.6656145453453064
U819406,788869,2,2508615,హాట్ హిట్స్ ,హాట్ హిట్స్,0.6656145453453064
U819406,788869,3,2508601,హాట్ హిట్స్ ,హాట్ హిట్స్,0.6656145453453064
U819406,788869,4,2513089,హాట్ హిట్స్,హాట్ హిట్స్,0.6655806303024292
U819406,788869,5,2513315,హాట్ హిట్స్,హాట్ హిట్స్,0.6655806303024292
U819406,788869,6,2513068,హాట్ హిట్స్,హాట్ హిట్స్,0.6655806303024292
U819406,788869,7,2515400,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.6648605465888977
U819406,788869,8,2515611,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.6648605465888977
U819406,788869,9,2515130,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,0.6648605465888977
U819406,788869,10,2527427,హాట్ హిట్స్,హాట్ హిట్స్,0.6617582440376282
