user_id,user_index,rank,story_id,headline,headline_normalized,score
U107331,8150,8,2518049,పార్లమెంటు ముందుకు 16 బిల్లులు!,పార్లమెంటు ముందుకు 16 బిల్లులు!,2.9285006523132324
U107331,8150,9,2517832,పార్లమెంటు ముందుకు 16 బిల్లులు!,పార్లమెంటు ముందుకు 16 బిల్లులు!,2.9285006523132324
U107331,8150,10,2505249,25 నుంచి పార్లమెంట్  శీతాకాల సమావేశాలు,25 నుంచి పార్లమెంట్ శీతాకాల సమావేశాలు,2.924281358718872
U108413,9352,1,2527035,బరువు పెరగాలంటే..! ,బరువు పెరగాలంటే..!,3.0126919746398926
U108413,9352,2,2527869,పండ్లు పరిమితంగానే...                        ,పండ్లు పరిమితంగానే...,3.0091705322265625
U108413,9352,3,2528217,పండ్లు పరిమితంగానే...                        ,పండ్లు పరిమితంగానే...,3.0091705322265625
U108413,9352,4,2527643,పండ్లు పరిమితంగానే...                        ,పండ్లు పరిమితంగానే...,3.0091705322265625
U108413,9352,5,2504853,ఇన్ఫ్లమేషన్ ,ఇన్ఫ్లమేషన్,3.008983612060547
U108413,9352,6,2507941,బరువు తగ్గండిలా...,బరువు తగ్గండిలా...,3.0089449882507324
U108413,9352,7,2508045,బరువు తగ్గండిలా...,బరువు తగ్గండిలా...,3.0089449882507324
U108413,9352,8,2508244,బరువు తగ్గండిలా...,బరువు తగ్గండిలా...,3.0089449882507324
U108413,9352,9,2514456,ఇలా చేస్తే మెదడుకు హాని,ఇలా చేస్తే మెదడుకు హాని,3.008718967437744
U108413,9352,10,2514928,ఇలా చేస్తే మెదడుకు హాని,ఇలా చేస్తే మెదడుకు హాని,3.008718967437744
U110273,11419,1,2483429,పండగ సీజన్పై ‘ఆటో’ ఆశలు,పండగ సీజన్పై ‘ఆటో’ ఆశలు,2.4671971797943115
U110273,11419,2,2483772,పండగ సీజన్పై ‘ఆటో’ ఆశలు,పండగ సీజన్పై ‘ఆటో’ ఆశలు,2.4671971797943115
U110273,11419,3,2483501,పండగ సీజన్పై ‘ఆటో’ ఆశలు,పండగ సీజన్పై ‘ఆటో’ ఆశలు,2.4671971797943115
U110273,11419,4,2523169,స్కోడా కైలాక్ బుకింగ్స్ షురూ,స్కోడా కైలాక్ బుకింగ్స్ షురూ,2.4659953117370605
U110273,11419,5,2523399,స్కోడా కైలాక్ బుకింగ్స్ షురూ,స్కోడా కైలాక్ బుకింగ్స్ షురూ,2.4659953117370605
U110273,11419,6,2522969,స్కోడా కైలాక్ బుకింగ్స్ షురూ,స్కోడా కైలాక్ బుకింగ్స్ షురూ,2.4659953117370605
U110273,11419,7,2524477,హోండా అమేజ్ కొత్త వెర్షన్,హోండా అమేజ్ కొత్త వెర్షన్,2.4619698524475098
U110273,11419,8,2524737,హోండా అమేజ్ కొత్త వెర్షన్,హోండా అమేజ్ కొత్త వెర్షన్,2.4619698524475098
U110273,11419,9,2524309,హోండా అమేజ్ కొత్త వెర్షన్,హోండా అమేజ్ కొత్త వెర్షన్,2.4619698524475098
U110273,11419,10,2510782,మారుతి సుజుకి ’న్యూ ఆల్ డిజైర్’ కారు విడుదల,మారుతి సుజుకి ’న్యూ ఆల్ డిజైర్’ కారు విడుదల,2.4524662494659424
U11207,13415,1,666456,ఇప్పట్లో ధోనీ రిటైర్ అవ్వడు : ఎమ్మెస్కే,ఇప్పట్లో ధోనీ రిటైర్ అవ్వడు : ఎమ్మెస్కే,3.4777259826660156
U11207,13415,2,540597,వెస్టిండీస్ పర్యటనకు భారత జట్టు ప్రకటన,వెస్టిండీస్ పర్యటనకు భారత జట్టు ప్రకటన,3.477633237838745
U11207,13415,3,2529927,ఆకాశ్దీప్ ఆడేనా?,ఆకాశ్దీప్ ఆడేనా?,3.477595329284668
U11207,13415,4,2529957,ఆకాశ్దీప్ ఆడేనా?,ఆకాశ్దీప్ ఆడేనా?,3.477595329284668
U11207,13415,5,2530007,ఆకాశ్దీప్ ఆడేనా?,ఆకాశ్దీప్ ఆడేనా?,3.477595329284668
U11207,13415,6,2542932,రోహిత్కు ముందే చెప్పేశారా?,రోహిత్కు ముందే చెప్పేశారా?,3.4771945476531982
U11207,13415,7,2543414,రోహిత్కు ముందే చెప్పేశారా?,రోహిత్కు ముందే చెప్పేశారా?,3.4771945476531982
U11207,13415,8,2543335,రోహిత్కు ముందే చెప్పేశారా?,రోహిత్కు ముందే చెప్పేశారా?,3.4771945476531982
U11207,13415,9,2509639, బుమ్రాకే పగ్గాలు!,బుమ్రాకే పగ్గాలు!,3.4771053791046143
U11207,13415,10,2509453, బుమ్రాకే పగ్గాలు!,బుమ్రాకే పగ్గాలు!,3.4771053791046143
U115316,17022,1,2515330,ఈ చిట్టి.. జగజ్జెట్టి,ఈ చిట్టి.. జగజ్జెట్టి,3.4811935424804688
U115316,17022,2,2515095,ఈ చిట్టి.. జగజ్జెట్టి,ఈ చిట్టి.. జగజ్జెట్టి,3.4811935424804688
U115316,17022,3,295510,స్వాతంత్ర్య వేడుకల్లో అల్లు అర్జున్ కొడుకు అయాన్ ( ఫోటోస్ ),స్వాతంత్ర్య వేడుకల్లో అల్లు అర్జున్ కొడుకు అయాన్ ( ఫోటోస్ ),3.352750778198242
U115316,17022,4,876219,ప్రాణాలు కోసం… ఎలుగుబంటి నాలుకను ఊడొచ్చేలా కొరికాడు,ప్రాణాలు కోసం… ఎలుగుబంటి నాలుకను ఊడొచ్చేలా కొరికాడు,3.287454605102539
U115316,17022,5,489212,నాన్ స్టాప్గా మాట్లాడుతుంది : మనవరాలు ఆరాధ్యపై అమితాబ్,నాన్ స్టాప్గా మాట్లాడుతుంది : మనవరాలు ఆరాధ్యపై అమితాబ్,3.250762701034546
U115316,17022,6,756115,స్విమ్మింగ్ఫూల్ బాలీవుడ్ బ్యూటీ మలైకా అరోరా,స్విమ్మింగ్ఫూల్ బాలీవుడ్ బ్యూటీ మలైకా అరోరా,3.2416014671325684
U115316,17022,7,702097,పబ్లిక్ లో సోనమ్ కపూర్ ప్యాంట్ జారిపోయింది,పబ్లిక్ లో సోనమ్ కపూర్ ప్యాంట్ జారిపోయింది,3.2091944217681885
U115316,17022,8,317450,' పబ్ జీ ' గేమ్ ఎఫెక్ట్ : ఊపిరి ఆడక తొమ్మిదేళ్ల బాలుడు మృతి,' పబ్ జీ ' గేమ్ ఎఫెక్ట్ : ఊపిరి ఆడక తొమ్మిదేళ్ల బాలుడు మృతి,3.1895227432250977
U115316,17022,9,2517871,ఖరీదైన కానుకలు ఇచ్చా,ఖరీదైన కానుకలు ఇచ్చా,3.1646463871002197
U115316,17022,10,2517854,ఖరీదైన కానుకలు ఇచ్చా,ఖరీదైన కానుకలు ఇచ్చా,3.1646463871002197
U117194,19108,1,723423,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,2.6646149158477783
U117194,19108,2,2540458,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.662243604660034
U117194,19108,3,2540403,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.662243604660034
U117194,19108,4,2540424,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.662243604660034
U117194,19108,5,2533130,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.66188907623291
U117194,19108,6,2532829,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.66188907623291
U117194,19108,7,2532704,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.66188907623291
U117194,19108,8,2501479,క్రిస్మస్ కోసం సిద్ధం,క్రిస్మస్ కోసం సిద్ధం,2.661175489425659
U117194,19108,9,2501622,క్రిస్మస్ కోసం సిద్ధం,క్రిస్మస్ కోసం సిద్ధం,2.661175489425659
U117194,19108,10,2501726,క్రిస్మస్ కోసం సిద్ధం,క్రిస్మస్ కోసం సిద్ధం,2.661175489425659
U117215,19132,1,723423,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,2.2973787784576416
U117215,19132,2,800065,‘మహానటి’ రిలీజ్ డేట్ ఫిక్స్,‘మహానటి’ రిలీజ్ డేట్ ఫిక్స్,2.2911131381988525
U117215,19132,3,421537,ఈ నెల 17 న రానున్న ' అర్జున్ సురవరం ',ఈ నెల 17 న రానున్న ' అర్జున్ సురవరం ',2.291032314300537
U117215,19132,4,666637,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,2.2909300327301025
U117215,19132,5,2540424,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.290545701980591
U117215,19132,6,2540458,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.290545701980591
U117215,19132,7,2540403,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.290545701980591
U117215,19132,8,468101,' తిమ్మరుసు ' విడుదలకు రెడీ,' తిమ్మరుసు ' విడుదలకు రెడీ,2.2884864807128906
U117215,19132,9,220395,"నారా రోహిత్ , సుధీర్ బాబు , శ్రీవిష్ణు మల్టీ స్టారర్ ... ‘వీర భోగ వసంత రాయలు’","నారా రోహిత్ , సుధీర్ బాబు , శ్రీవిష్ణు మల్టీ స్టారర్ ... ‘వీర భోగ వసంత రాయలు’",2.287891149520874
U117215,19132,10,867192,ఆర్ఆర్ఆర్ షూటింగ్ మళ్లీ వాయిదా,ఆర్ఆర్ఆర్ షూటింగ్ మళ్లీ వాయిదా,2.287487745285034
U11740,19337,1,666637,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,2.688077926635742
U11740,19337,2,2540458,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.6862425804138184
U11740,19337,3,2540424,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.6862425804138184
U11740,19337,4,2540403,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.6862425804138184
U11740,19337,5,723423,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,2.6847481727600098
U11740,19337,6,540995,తెలుగులో రిలీజ్ కానున్న ' దియా ',తెలుగులో రిలీజ్ కానున్న ' దియా ',2.684509515762329
U11740,19337,7,2536984, అధికంగా టిక్కెట్లు అమ్ముడైన సినిమాలు,అధికంగా టిక్కెట్లు అమ్ముడైన సినిమాలు,2.6843528747558594
U11740,19337,8,2536886, అధికంగా టిక్కెట్లు అమ్ముడైన సినిమాలు,అధికంగా టిక్కెట్లు అమ్ముడైన సినిమాలు,2.6843528747558594
U11740,19337,9,800065,‘మహానటి’ రిలీజ్ డేట్ ఫిక్స్,‘మహానటి’ రిలీజ్ డేట్ ఫిక్స్,2.6843419075012207
U11740,19337,10,908576,ఫాస్ట్ అండ్ ఫ్యూరియస్ : హాబ్స్ అండ్ షా ( తెలుగు ట్రైలర్ ),ఫాస్ట్ అండ్ ఫ్యూరియస్ : హాబ్స్ అండ్ షా ( తెలుగు ట్రైలర్ ),2.6841976642608643
U118925,21031,1,723423,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,Blur : ముగిసిన ' బ్లర్ ' చిత్రీకరణ,2.4514153003692627
U118925,21031,2,2484613,కొత్త కాన్సెప్ట్,కొత్త కాన్సెప్ట్,2.4512875080108643
U118925,21031,3,2484488,కొత్త కాన్సెప్ట్,కొత్త కాన్సెప్ట్,2.4512875080108643
U118925,21031,4,2484804,కొత్త కాన్సెప్ట్,కొత్త కాన్సెప్ట్,2.4512875080108643
U118925,21031,5,666637,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,రానా ' హిరణ్య కశ్యప’ మూవీ నుంచి లేటెస్ట్ అప్డేట్ !,2.4511818885803223
U118925,21031,6,468101,' తిమ్మరుసు ' విడుదలకు రెడీ,' తిమ్మరుసు ' విడుదలకు రెడీ,2.450448513031006
U118925,21031,7,2532704,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.449735403060913
U118925,21031,8,2533130,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.449735403060913
U118925,21031,9,2532829,రాబిన్హుడ్ వాయిదా...,రాబిన్హుడ్ వాయిదా...,2.449735403060913
U118925,21031,10,2540458,రొమాంటిక్ ఎంటర్టైనర్,రొమాంటిక్ ఎంటర్టైనర్,2.4495718479156494
U122403,24897,1,2513089,హాట్ హిట్స్,హాట్ హిట్స్,2.7969493865966797
U122403,24897,2,2513068,హాట్ హిట్స్,హాట్ హిట్స్,2.7969493865966797
U122403,24897,3,2513315,హాట్ హిట్స్,హాట్ హిట్స్,2.7969493865966797
U122403,24897,4,2508601,హాట్ హిట్స్ ,హాట్ హిట్స్,2.7955915927886963
U122403,24897,5,2508615,హాట్ హిట్స్ ,హాట్ హిట్స్,2.7955915927886963
U122403,24897,6,2508608,హాట్ హిట్స్ ,హాట్ హిట్స్,2.7955915927886963
U122403,24897,7,2515130,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,2.790349006652832
U122403,24897,8,2515611,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,2.790349006652832
U122403,24897,9,2515400,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,2.790349006652832
U122403,24897,10,2527189,హాట్ హిట్స్,హాట్ హిట్స్,2.7837586402893066
U123273,25863,1,2494006,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.861278533935547
U123273,25863,2,2493695,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.861278533935547
U123273,25863,3,2493810,"ఇన్ఫీ లాభం రూ.6,506 కోట్లు","ఇన్ఫీ లాభం రూ.6,506 కోట్లు",2.861278533935547
U123273,25863,4,2499551,"ఐసీఐసీఐ బ్యాంక్  లాభం రూ.11,746 కోట్లు ","ఐసీఐసీఐ బ్యాంక్ లాభం రూ.11,746 కోట్లు",2.860887050628662
U123273,25863,5,2541219,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8603968620300293
U123273,25863,6,2541167,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8603968620300293
U123273,25863,7,2541551,ఏడాదిలో రూ.77.6 లక్షల కోట్లు ,ఏడాదిలో రూ.77.6 లక్షల కోట్లు,2.8603968620300293
U123273,25863,8,2495101,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి ,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి,2.8598217964172363
U123273,25863,9,2495000,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి ,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి,2.8598217964172363
U123273,25863,10,2494839,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి ,కోటక్ బ్యాంక్ లాభంలో 5% వృద్ధి,2.8598217964172363
U126526,29477,1,2533806,రచయిత ‘కాటూరు’ అస్తమయం ,రచయిత ‘కాటూరు’ అస్తమయం,3.7069363594055176
U126526,29477,2,2535594,మళ్లీ వస్తోన్న స్క్విడ్ గేమ్,మళ్లీ వస్తోన్న స్క్విడ్ గేమ్,3.2444331645965576
U126526,29477,3,684193,తెలుగు నవలకు జాతీయ అవార్డు,తెలుగు నవలకు జాతీయ అవార్డు,2.771876335144043
U126526,29477,4,2483876,‘ద్వీపరాజ్యం’ ఆవిష్కరణ ,‘ద్వీపరాజ్యం’ ఆవిష్కరణ,2.378075122833252
U126526,29477,5,2543810,"సినిమాలో కథ, కథనం బాగుంటేనే ఆదరణ","సినిమాలో కథ, కథనం బాగుంటేనే ఆదరణ",2.136234760284424
U126526,29477,6,359531,"‘బాహుబల్’ యానిమేటెడ్ సిరీస్ ఫస్ట్ లుక్ , టీజర్ రిలీజ్","‘బాహుబల్’ యానిమేటెడ్ సిరీస్ ఫస్ట్ లుక్ , టీజర్ రిలీజ్",2.13495135307312
U126526,29477,7,2519811,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం?,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం?,2.108729600906372
U126526,29477,8,2519719,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం?,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం?,2.108729600906372
U126526,29477,9,2520014,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం!,‘ఇస్కాన్’పై బంగ్లాదేశ్లో నిషేధం!,2.1077024936676025
U126526,29477,10,2504924,కెనడాలో హిందూ  ఆలయంపై దాడి,కెనడాలో హిందూ ఆలయంపై దాడి,2.1076161861419678
U127547,30611,1,2533806,రచయిత ‘కాటూరు’ అస్తమయం ,రచయిత ‘కాటూరు’ అస్తమయం,1.569616436958313
U127547,30611,2,2513089,హాట్ హిట్స్,హాట్ హిట్స్,1.566009283065796
U127547,30611,3,2513315,హాట్ హిట్స్,హాట్ హిట్స్,1.566009283065796
U127547,30611,4,2513068,హాట్ హిట్స్,హాట్ హిట్స్,1.566009283065796
U127547,30611,5,2508601,హాట్ హిట్స్ ,హాట్ హిట్స్,1.5657403469085693
U127547,30611,6,2508608,హాట్ హిట్స్ ,హాట్ హిట్స్,1.5657403469085693
U127547,30611,7,2508615,హాట్ హిట్స్ ,హాట్ హిట్స్,1.5657403469085693
U127547,30611,8,2515130,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,1.561767339706421
U127547,30611,9,2515400,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,1.561767339706421
U127547,30611,10,2515611,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,ఆమె కూడా భర్తకు విడాకులు ఇచ్చింది,1.561767339706421
U128128,31257,1,2520361,బంజారాహిల్స్లో  లీలా లగ్జరీ హోటల్ ప్రారంభం,బంజారాహిల్స్లో లీలా లగ్జరీ హోటల్ ప్రారంభం,3.1207265853881836
U128128,31257,2,2510857,హైటెక్ సిటీలో మరో స్టార్ హోటల్,హైటెక్ సిటీలో మరో స్టార్ హోటల్,3.118109703063965
U128128,31257,3,2510849,హైటెక్ సిటీలో మరో స్టార్ హోటల్,హైటెక్ సిటీలో మరో స్టార్ హోటల్,3.118109703063965
U128128,31257,4,2481807,హైదరాబాద్లో విదేశీ పర్యాటకులను ఆకర్షించే కట్టడాలు,హైదరాబాద్లో విదేశీ పర్యాటకులను ఆకర్షించే కట్టడాలు,3.1114001274108887
U128128,31257,5,2533050,టూరిజం హబ్గా జిల్లా..,టూరిజం హబ్గా జిల్లా..,3.1111340522766113
U128128,31257,6,2541455,పర్యాటకులు 1.92 కోట్లు,పర్యాటకులు 1.92 కోట్లు,3.1073739528656006
U128128,31257,7,2504268,హంసలదీవిలో పర్యాటకుల సందడి,హంసలదీవిలో పర్యాటకుల సందడి,3.106048107147217
U128128,31257,8,2531541,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం ,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం,3.101386070251465
U128128,31257,9,2531693,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం ,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం,3.101386070251465
U128128,31257,10,2526343,మహా కుంభమేళా యాత్ర,మహా కుంభమేళా యాత్ర,3.099261522293091
U13226,35848,1,2520361,బంజారాహిల్స్లో  లీలా లగ్జరీ హోటల్ ప్రారంభం,బంజారాహిల్స్లో లీలా లగ్జరీ హోటల్ ప్రారంభం,4.260915279388428
U13226,35848,2,2510857,హైటెక్ సిటీలో మరో స్టార్ హోటల్,హైటెక్ సిటీలో మరో స్టార్ హోటల్,4.258131980895996
U13226,35848,3,2510849,హైటెక్ సిటీలో మరో స్టార్ హోటల్,హైటెక్ సిటీలో మరో స్టార్ హోటల్,4.258131980895996
U13226,35848,4,2533050,టూరిజం హబ్గా జిల్లా..,టూరిజం హబ్గా జిల్లా..,4.249691009521484
U13226,35848,5,2504268,హంసలదీవిలో పర్యాటకుల సందడి,హంసలదీవిలో పర్యాటకుల సందడి,4.247286319732666
U13226,35848,6,2481807,హైదరాబాద్లో విదేశీ పర్యాటకులను ఆకర్షించే కట్టడాలు,హైదరాబాద్లో విదేశీ పర్యాటకులను ఆకర్షించే కట్టడాలు,4.244694709777832
U13226,35848,7,2541455,పర్యాటకులు 1.92 కోట్లు,పర్యాటకులు 1.92 కోట్లు,4.244083881378174
U13226,35848,8,2531693,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం ,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం,4.234743118286133
U13226,35848,9,2531541,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం ,విమానాశ్రయంలో పర్యాటక సమాచార కేంద్రం,4.234743118286133
U13226,35848,10,2526343,మహా కుంభమేళా యాత్ర,మహా కుంభమేళా యాత్ర,4.231685161590576
U132358,35957,1,2528868,జమిలిపై ముందుకు!,జమిలిపై ముందుకు!,4.0803751945495605
U132358,35957,2,2528697,రాజ్యసభ చైర్మన్పై అవిశ్వాసం,రాజ్యసభ చైర్మన్పై అవిశ్వాసం,4.0673627853393555
U132358,35957,3,2528765,రాజ్యసభ చైర్మన్పై అవిశ్వాసం,రాజ్యసభ చైర్మన్పై అవిశ్వాసం,4.0673627853393555
U132358,35957,4,2503356,5న రాష్ట్రానికి రాహుల్,5న రాష్ట్రానికి రాహుల్,4.066591262817383
U132358,35957,5,2517319,వైసీపీకి జయమంగళ గుడ్బై,వైసీపీకి జయమంగళ గుడ్బై,4.062495708465576
U132358,35957,6,2518106,పార్లమెంటు ముందుకు,పార్లమెంటు ముందుకు,4.060617446899414
U132358,35957,7,2517765,పార్లమెంటు ముందుకు,పార్లమెంటు ముందుకు,4.060617446899414
U132358,35957,8,2484087,శివరాజ్ సింగ్కు బీజేపీ పగ్గాలు?,శివరాజ్ సింగ్కు బీజేపీ పగ్గాలు?,4.0592780113220215
U132358,35957,9,2484135,శివరాజ్ సింగ్కు బీజేపీ పగ్గాలు?,శివరాజ్ సింగ్కు బీజేపీ పగ్గాలు?,4.0592780113220215
U132358,35957,10,2505621,25 నుంచి పార్లమెంటు శీతాకాల సమావేశాలు,25 నుంచి పార్లమెంటు శీతాకాల సమావేశాలు,4.056581497192383
U135776,39754,1,386042,‘మాస్టర్ చెఫ్’కి హోస్ట్ గా తమన్నా !,‘మాస్టర్ చెఫ్’కి హోస్ట్ గా తమన్నా !,5.529872417449951
U135776,39754,2,2524584,మహిళ మృతి,మహిళ మృతి,5.076959609985352
U135776,39754,3,2493696,నో అన్నా వాళ్లు వదల్లేదు!,నో అన్నా వాళ్లు వదల్లేదు!,5.042158126831055
U135776,39754,4,2493876,నో అన్నా వాళ్లు వదల్లేదు!,నో అన్నా వాళ్లు వదల్లేదు!,5.042158126831055
